순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
749,인디애니페스트2021 릴레이작가 초청전,,"3,355,000",0.00%,"3,355,000",562,562,2,6,기타,기타,,,,애니메이션,,
750,골든맨,2021-01-27,"4,240,400",0.00%,"4,240,400",560,560,25,154,이탈리아,이탈리아,,예지림엔터테인먼트,15세이상관람가,"범죄,드라마",빈센조 알피리,"지암파올로 모렐리,파비오 데 루이지,에도아도 레오"
751,BIAF2021 부천국제애니메이션페스티벌 기획상영展,,"3,342,000",0.00%,"3,342,000",557,557,3,9,기타,기타,,,,애니메이션,,
752,산 파블로,,"1,108,000",0.00%,"2,487,000",554,"1,079",1,22,미국,미국,,,,"멜로/로맨스,전쟁",로버트 와이즈,"스티브 맥퀸,리차드 어텐보로,캔디스 버겐,리차드 크레나"
753,핫 블러드,2021-11-25,"3,016,000",0.00%,"3,016,000",546,546,52,115,한국,한국,(주)하늬바람,(주)제이앤씨미디어그룹,15세이상관람가,액션,신재명,"최제헌,정성호,이정현,김미란,공정환,서범식,이관훈,김미승,우영택,김재현,천영암,서제일,류연영,김정환,최우준,김영원,김준구,한건,김원진,박태강,최준석,이다해,이금용,윤재형,최효준,박태웅,이유,강민철,홍동건,김승필,오태승,임태훈,백승철,김연재,하은선,이형철,최준석,서이,김승필,신중혁,오권열,고대웅,김승민,지대한,김강일,지건우"
754,소공녀,2018-03-22,"3,988,000",0.00%,"481,786,200",545,"60,397",17,208,한국,한국,"광화문시네마,(주)모토",CGV아트하우스,15세이상관람가,"멜로/로맨스,드라마",전고운,"이솜,안재홍,이고운,이동렬,이보경,김재화,이요섭,이윤호,이학수,김지훈,김지훈,김태곤,김태곤,김태현,김해솔,김희원,우문기,우문기,박민지,박지영,정지현,조혜경,지지연,최경덕,권현정,강민선,형슬우,황미영,황혜림,김예은,최덕문,조수향,강진아,이성욱,김국희,김민경"
755,토스카,2020-12-01,"13,475,700",0.00%,"25,575,900",542,901,10,118,이탈리아,이탈리아,,일미디어,12세이상관람가,공연,,"안나 네트렙코,프란체스코 멜리"
755,피아노,1993-09-25,"3,481,500",0.00%,"33,875,000",542,"6,107",5,85,호주,호주,,(주)팝엔터테인먼트,"연소자관람불가,청소년관람불가","드라마,멜로/로맨스",제인 캠피온,"홀리 헌터,하비 케이틀,안나 파킨,샘 닐"
757,에이리,2021-07-16,"5,562,090",0.00%,"5,562,090",541,541,4,88,일본,일본,,(주)미디어캐슬,15세이상관람가,"미스터리,드라마",오오토모 케이시,"아야노 고,마츠다 류헤이"
758,피가로의 결혼,2015-02-21,"13,373,500",0.00%,"63,306,000",538,"2,953",7,96,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
759,기방도령,2019-07-10,"5,280,000",0.00%,"2,335,510,190",528,"287,581",8,24,한국,한국,"주식회사 브레인샤워,(주)제이와이피픽쳐스",판씨네마(주),15세이상관람가,"코미디,사극",남대중,"이준호,정소민,최귀화,예지원,공명,장세아,조이현,김동영,이일화,이상희,나승용,남선중,고나희,김가빈,박정원,박정원,박정헌,설윤지,박지수,김문찬,신은수,신이지,김민지,유종연,오규택,오자훈,윤미영,김서경,오제근,옥영진,정재성,이정훈,정재훈,최민호,이주실,김인호,김장원,허성우,홍기호,최유리,백주희,김수한,조영지,이수연,이진,정기원,윤혜빈,김주현,정민규,조헌태,강승현,강영준,이승현,최지희,고재석,지대한,공현주,김연희,권다영,하민,김선도,이철민,이호연,김시혜,김아윤,한기업,임수지,임향주,이민영,이해인,한미령,이유나,김한,도연진,이유정,한지혜,왕수빈,한채리,우연화,남관규,남영진,남훈성,정우영,김우혁,유수아,유형준,이은정,민지율,왕나경,정연심,윤설아,윤욱,윤정혁,윤지욱,윤해주,이재왕,신우준,정태,김유진,이노아,심윤슬,심현,이하주,안성원,이화진,최지수,배정화,박채희,임조은,전노민,반필원,서은율,전지혜,임태풍,오성희,장대웅,하재숙,하지은,한희림,박태산,이솔"
760,미싱타는 여자들,2022-01-20,"3,995,000",0.00%,"3,995,000",525,525,1,5,한국,한국,플라잉타이거픽처스,(주)영화사 진진,전체관람가,다큐멘터리,"이혁래,김정영","이숙희,신순애,임미경,노석미"
761,카라마조프가의 형제들,,"1,109,000",0.00%,"12,352,000",523,"5,682",1,18,미국,미국,,,,드라마,리차드 브룩스,"율 브린너,마리아 쉘"
762,협객 김두한,1975-06-05,"1,297,000",0.00%,"6,494,000",521,"3,117",2,23,한국,한국,신프로덕션,,15세이상관람가,액션,김효천,"이대근,독고성,서미경"
763,라 트라비아타,,"13,418,100",0.00%,"13,418,100",515,515,10,80,이탈리아,이탈리아,,일미디어,전체관람가,공연,소피아 코폴라,
764,2067,2021-06-03,"4,647,600",0.00%,"4,647,600",509,509,36,228,호주,호주,,예지림엔터테인먼트,12세이상관람가,"어드벤처,드라마,SF",세스 라니,"코디 스밋 맥피,라이언 콴튼"
765,UFO 스케치,2021-03-04,"3,752,500",0.00%,"4,191,500",506,569,10,133,한국,한국,스튜디오8,(주)마노엔터테인먼트,전체관람가,다큐멘터리,김진욱,"맹성렬,서종한,임병선,김선규,장호동,허 준,지영해,배일환"
765,쌀,,"1,597,000",0.00%,"3,171,000",506,"1,283",1,12,한국,한국,,,,드라마,신상옥,"신영균,최은희"
767,보더라인,2021-04-15,"5,219,840",0.00%,"5,219,840",505,505,13,114,영국,영국,,THE 픽쳐스,청소년관람불가,멜로/로맨스,안나 알피에리,"안나 알피에리,아가트 페레"
768,The CMR2021: 클레르몽페랑 특별전1,,"3,043,000",0.00%,"3,043,000",504,504,1,7,기타,기타,,,,기타,,
769,미션 임파서블: 루벤,2021-07-08,"4,241,700",0.00%,"4,241,700",502,502,26,198,헝가리,헝가리,,예지림엔터테인먼트,15세이상관람가,"애니메이션,액션,어드벤처,범죄,미스터리,스릴러",밀로라드 크르스틱,"가브리엘라 하모리,이반 카마라스"
770,스웨그,2020-12-10,"4,561,480",0.00%,"30,300,660",501,"3,214",1,27,한국,한국,(주)퍼플스트로우필름,(주)영화사오원,15세이상관람가,드라마,임성관,"니엘,최규진,이보림,남경,정애연,신영규,정기성,석영훈,천현진,유수정,성민아,박성현,이동현,원근수,김석영,이왕수,이채림,정헌영,정영도,이병훈,박용제,오현석,요요미,김병춘,조상기,김도연,이재윤,배현경,최장필,제이켠"
771,2021 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화(GV),,"4,000,000",0.00%,"4,000,000",500,500,1,5,한국,한국,,,,드라마,,
771,귀토-토끼의 팔란,2021-11-11,"5,044,300",0.00%,"5,044,300",500,500,15,83,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,고선웅,
773,죽거나 혹은 나쁘거나,2000-07-15,"3,922,500",0.00%,"16,447,500",499,"1,971",19,126,한국,한국,"(주)외유내강,씨앤피엔터테인먼트(주)",(주)라이크콘텐츠,"18세관람가,청소년관람불가","드라마,액션",류승완,"류승완,류승범,박성빈,배중식,김수현,정재영,임원희,안길강,기주봉,천성훈,박성일"
773,폰,2002-07-26,"3,973,000",0.00%,"3,973,000",499,499,19,105,한국,한국,(주)토일렛픽쳐스,"(주)스튜디오 보난자,브에나비스타인터내셔널코리아",15세관람가,공포(호러),안병기,"하지원,김유미,최지연,신경선,백승현,서상우,김태우,김대환,윤정원,김재인,정성환,김수영,최우제,이안나,이종수,이미은,김경룡,오창경"
775,메가 릴렉스 불멍,,"3,037,970",0.00%,"3,037,970",497,497,22,167,한국,한국,,메가박스중앙(주),전체관람가,기타,,
776,전쟁,2020-12-30,"3,392,860",0.00%,"4,762,860",496,708,24,191,미국,미국,,(주)제이앤씨미디어그룹,15세이상관람가,"액션,어드벤처,스릴러",요크 샤클톤,"가이 피어스,데본 사와,브랜스콤비 리치몬드"
777,가버나움,2019-01-24,"3,546,000",0.00%,"1,214,342,519",495,"147,132",2,9,기타,기타,,"그린나래미디어(주),플레이리스트(주)",15세이상관람가,드라마,나딘 라바키,"자인 알 라피아,요르다노스 시프로우,보루와티프 트레저 반콜,나딘 라바키"
778,내언니전지현과 나,2020-12-03,"4,257,500",0.00%,"23,914,300",494,"2,800",6,122,한국,한국,,호우주의보,12세이상관람가,다큐멘터리,박윤진,"박윤진,최아현,이준호,이주현,박관우,정세연,김율,이도현,박정인,배수찬,정상원,황인철"
779,더 나이트,2021-07-21,"4,610,580",0.00%,"4,610,580",490,490,25,169,기타,기타,,와이드 릴리즈(주),15세이상관람가,"공포(호러),미스터리,스릴러",,샤하브 호세이니
780,맨체스터 바이 더 씨,2017-02-15,"3,931,200",0.00%,"452,030,100",489,"56,387",24,146,미국,미국,,THE 픽쳐스,15세이상관람가,드라마,케네스 로너건,"케이시 애플렉,미쉘 윌리엄스,카일 챈들러,테이트 도노반,조쉬 해밀톤,매튜 브로데릭,그레첸 몰,톰 켐프,카라 헤이워드"
780,파수꾼,2011-03-03,"3,472,000",0.00%,"208,121,400",489,"26,542",7,111,한국,한국,한국영화아카데미,필라멘트픽쳐스,15세이상관람가,드라마,윤성현,"서준영,박정민,조성하,이제훈,이초희,이재연,배제기"
782,특명: 스피드 레스큐,2021-03-29,"2,444,000",0.00%,"2,444,000",487,487,21,28,홍콩,홍콩,,와이드 릴리즈(주),15세이상관람가,"액션,전쟁",,왕해상
783,스네이크 아이즈: 지.아이.조,2021-09-09,"4,253,000",0.00%,"4,253,000",482,482,23,128,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,판타지",로베르트 슈벤트케,"헨리 골딩,앤드류 코지,우슬라 코르베로"
784,25시,1978-07-07,"962,000",0.00%,"17,546,000",481,"8,691",1,19,프랑스,"프랑스,이탈리아,유고슬라비아",,,,"드라마,전쟁",앙리 베르누이,"앤소니 퀸,비르나 리시"
785,독전,2018-05-22,"4,931,000",0.00%,"43,491,762,113",479,"5,064,323",4,44,한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
786,글래디에이터: 레전드 워리어,2021-11-18,"1,938,000",0.00%,"1,938,000",477,477,49,131,미국,미국,,(유)조이앤시네마,15세이상관람가,액션,,"미키 루크,조아큄 드 알메이다"
787,시 읽는 시간,2021-03-25,"3,560,400",0.00%,"4,763,900",475,701,15,159,한국,한국,생의 한가운데,(주)마노엔터테인먼트,12세이상관람가,다큐멘터리,이수정,"오하나,김수덕,안태형,임재춘,하마무,서선미,김경봉,이인근,장석천,이동호"
787,하나와 앨리스,2004-11-17,"4,043,740",0.00%,"594,368,740",475,"93,403",5,83,일본,일본,록웰아이즈 (ロックウェルアイズ),"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)",12세관람가,드라마,이와이 슌지,"아오이 유우,스즈키 안"
789,게임의 법칙: 인간사냥,2021-01-28,"3,649,880",0.00%,"3,649,880",474,474,20,119,한국,한국,㈜리필름,(주)제이앤씨미디어그룹,청소년관람불가,스릴러,이수성,"김성수,서영,조경훈,김세희,박태진,장영,권범택,이달형,유지용,윤준호"
790,하녀,,"1,116,000",0.00%,"1,116,000",473,473,1,12,이탈리아,"이탈리아,프랑스",,,,드라마,마리오 솔다티,
791,사라센의 칼,2021-01-14,"3,838,970",0.00%,"3,838,970",472,472,14,132,한국,한국,대쉬 필름,(주)콘텐츠윙,15세이상관람가,"드라마,가족",임재영,"신지수,박명신,김필,박성택,성화연,박정원,류진석,박하은,최대성,쉬레스타 검비르,이상협"
791,주세페 베르디의 '레퀴엠',2021-03-02,"11,007,050",0.00%,"11,007,050",472,472,11,99,이탈리아,이탈리아,,일미디어,전체관람가,공연,리카르도 샤이,"프란체스코 멜리,엘리나 가랑차"
793,타이탄,,"1,362,000",0.00%,"1,362,000",471,471,1,9,이탈리아,"이탈리아,프랑스,스페인",,,,"액션,어드벤처,판타지,멜로/로맨스",두치오 테사리,"페드로 아르멘다리즈,줄리아노 젬마"
794,오! 문희,2020-09-02,"2,545,000",0.00%,"2,805,279,600",469,"352,199",2,7,한국,한국,(주)빅스톤픽쳐스,CGV아트하우스,12세이상관람가,"코미디,드라마",정세교,"나문희,이희준,최원영,박지영,전배수,김예은,김선경,박진우,최광일,김정영,김학선,이진주,박예찬,차순배,김수경,김보정,이규성,김동규,김혜나,동현배,우영남,박성용,오창경,송지유,김귀선,장준녕,윤여진,이석,박현지,이지안,유병선,남정우,김세정,김동현,김종근,구본진,나은미,강희중,강중훈,김수란,배시은,송우주,최예찬,박연희,윤인제,박건태,이재덕,송진석,이광훈,김경섭,박규범,최요운,권가이,김누리,강지현,윤옥길,김수란,박성준"
795,데미트리아스,1977-02-18,"936,000",0.00%,"14,325,000",468,"7,121",1,12,미국,미국,이십세기폭스필름코퍼레이션,,,"액션,드라마",델머 데이브즈,"수잔 헤이워드,마이클 레니"
795,오명,,"1,368,000",0.00%,"33,305,600",468,"6,931",1,19,미국,미국,,,15세관람가,"멜로/로맨스,스릴러",알프레드 히치콕,"캐리 그랜트,잉그리드 버그만"
797,이상존재,2021-12-09,"3,524,870",0.00%,"3,524,870",466,466,53,171,한국,한국,"(주)아크메,(주)드림팩트엔터테인먼트",(주)드림팩트엔터테인먼트,15세이상관람가,공포(호러),차진우,"유세윤,임우일,양재진,여운자,민성준"
797,일 트로바토레,2016-01-16,"11,454,800",0.00%,"75,099,800",466,"3,044",7,97,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,마르코 아르밀리아토,안나 네트렙코
799,퐁네프의 연인들,1992-04-18,"2,661,000",0.00%,"71,429,200",464,"9,216",1,14,프랑스,프랑스,,오드,"청소년관람불가,고등학생이상관람가",멜로/로맨스,레오스 카락스,"줄리엣 비노쉬,드니 라방,클라우스 마이클 그루버"
800,숏버스 감독행,2021-11-25,"4,549,800",0.00%,"4,549,800",461,461,14,141,한국,한국,(주)퍼니콘,"언더식스티,(주)퍼니콘",15세이상관람가,"드라마,가족","최진영,현승휘,서정미,김건휘,이상빈","최진영,류승우,서남윤,진용현,장윤정,주광현,최지현,박한샘,이주협,나철,인지영,이승훈,김지은,이원영,허성우,강승호,임형태,홍미금"
801,The CMR2021: 클레르몽페랑 특별전3,,"2,750,000",0.00%,"2,750,000",457,457,2,6,기타,기타,,,,기타,,
802,마담 버터플라이,2016-09-03,"11,374,300",0.00%,"65,533,800",456,"3,222",6,80,미국,미국,,(주) 인스터 글로벌,전체관람가,공연,,
803,센코롤 커넥트,2021-10-27,"2,604,300",0.00%,"2,604,300",453,453,5,55,일본,일본,,(주)미디어캐슬,12세이상관람가,애니메이션,,"하나자와 카나,시모노 히로,키무라 료헤이"
804,로맨스그레이,,"1,190,000",0.00%,"3,500,000",450,"1,605",1,12,한국,한국,신필름,,12세이상관람가,"드라마,멜로/로맨스",신상옥,"김승호,최은희"
804,카르멘,2021-04-03,"11,973,200",0.00%,"11,973,200",450,450,11,79,이탈리아,이탈리아,,일미디어,15세이상관람가,공연,엠마 단테,요나스 카우프만
806,길고 긴 여름날,,"904,000",0.00%,"6,550,000",447,"3,245",1,22,미국,미국,,,15세이상관람가,드라마,마틴 리트,"폴 뉴먼,조안 우드워드"
807,기억의 시간,2021-12-08,"5,176,000",0.00%,"5,176,000",445,445,6,73,한국,한국,(주)컨택트미디어,(주)컨택트미디어,12세이상관람가,멜로/로맨스,황경성,"이성열,배유빈,남규희,박성우,박은우,유연수,유정훈,박형섭,하수빈,신지우,서이서,박상후,배은영,문지효,서예희,이효빈,한철수,한유리"
807,숏버스 섬뜩행,2021-10-28,"4,295,500",0.00%,"4,295,500",445,445,13,172,한국,한국,(주)퍼니콘,"언더식스티,(주)퍼니콘",15세이상관람가,"드라마,공포(호러)","강다연,전민혁,김상규,임의준","백지혜,손예원,이정민,윤정로,경성환,오지영,정다연,김대기,최고은,천하영,김벼리,김진홍,김영주,김종태,김현목,조유경,손우민,박성은,선우용"
